station,net_node,hour,threshold,nodes_CA,nodes_TCA,reduction_pct
마곡나루,4019735070,17,38.0,568,1,99.82
당산,3216944261,17,38.0,692,1,99.86
문래,11455185928,17,38.0,1223,1,99.92
신도림,5344219251,17,38.0,229,1,99.56
구로디지털단지,4624772818,17,38.0,665,1,99.85
신대방,4624808762,17,38.0,578,1,99.83
신림,5404739367,17,38.0,1212,1,99.92
봉천,5404739628,17,38.0,1274,1,99.92
서울대입구,5406451695,17,38.0,959,1,99.9
낙성대,5406462591,17,38.0,618,1,99.84
방배,8471989456,17,38.0,421,1,99.76
서초,3221788784,17,38.0,652,1,99.85
역삼,2280678732,17,38.0,948,1,99.89
삼성,733859380,17,38.0,606,1,99.83
종합운동장,1430639131,17,38.0,362,1,99.72
잠실새내,2957013438,17,38.0,642,1,99.84
잠실,7877518993,17,38.0,415,1,99.76
양천구청,3380999909,17,38.0,471,1,99.79
신정네거리,9572122970,17,38.0,759,1,99.87
도림천,4630961655,17,38.0,567,1,99.82
경찰병원,1812000920,17,38.0,649,1,99.85
대청,2927282422,17,38.0,495,1,99.8
학여울,4643770712,17,38.0,520,1,99.81
대치,2281644495,17,38.0,618,1,99.84
매봉,5406359683,17,38.0,583,1,99.83
남부터미널,436864976,17,38.0,743,1,99.87
잠원,4634374794,17,38.0,513,1,99.81
신사,8489501829,17,38.0,1026,1,99.9
압구정,9891581229,17,38.0,1171,1,99.91
금호,4201516987,17,38.0,552,1,99.82
동대입구,436870722,17,38.0,1131,1,99.91
경복궁,6033544429,17,38.0,1196,1,99.92
독립문,13460710395,17,38.0,816,1,99.88
무악재,11296428367,17,38.0,455,1,99.78
홍제,436868050,17,38.0,855,1,99.88
녹번,436867704,17,38.0,786,1,99.87
구파발,8515726110,17,38.0,786,1,99.87
불암산,3841778897,17,38.0,478,1,99.79
쌍문,436836179,17,38.0,1106,1,99.91
수유,9813541694,17,38.0,1433,1,99.93
미아,9819314920,17,38.0,1362,1,99.93
미아사거리,5198597933,17,38.0,1334,1,99.93
길음,5210130825,17,38.0,921,1,99.89
혜화,2409390726,17,38.0,915,1,99.89
명동,7495868732,17,38.0,1420,1,99.93
회현,12920546288,17,38.0,1025,1,99.9
서울역,5348913449,17,38.0,990,1,99.9
숙대입구,2533148374,17,38.0,1017,1,99.9
신용산,10816047755,17,38.0,445,1,99.78
사당,11521991148,17,38.0,772,1,99.87
남태령,7621561344,17,38.0,140,1,99.29
마천,10277058704,17,38.0,1004,1,99.9
거여,4489986954,17,38.0,1107,1,99.91
개롱,12142687377,17,38.0,1146,1,99.91
방이,2310500979,17,38.0,840,1,99.88
올림픽공원,8493888383,17,38.0,637,1,99.84
둔촌동,4680325914,17,38.0,548,1,99.82
상일동,7106623354,17,38.0,484,1,99.79
고덕,5915757376,17,38.0,713,1,99.86
명일,10009228390,17,38.0,570,1,99.82
굽은다리,3851742835,17,38.0,725,1,99.86
길동,3856135009,17,38.0,792,1,99.87
강동,3856513978,17,38.0,814,1,99.88
광나루,11182352080,17,38.0,452,1,99.78
아차산,2123390941,17,38.0,612,1,99.84
장한평,10708070992,17,38.0,481,1,99.79
답십리,10708182321,17,38.0,295,1,99.66
마장,3832676328,17,38.0,1208,1,99.92
행당,3833113882,17,38.0,1241,1,99.92
신금호,3848968727,17,38.0,743,1,99.87
광화문,13971398420,17,38.0,1418,1,99.93
서대문,445343537,17,38.0,1362,1,99.93
애오개,13142535285,17,38.0,1849,1,99.95
공덕,9941864292,17,38.0,1998,1,99.95
마포,13227969612,17,38.0,1192,1,99.92
여의나루,355173356,17,38.0,598,1,99.83
여의도,4744225606,17,38.0,421,1,99.76
신길,4529530743,17,38.0,518,1,99.81
영등포시장,355173354,17,38.0,1102,1,99.91
영등포구청,5215341470,17,38.0,1148,1,99.91
양평,436860925,17,38.0,708,1,99.86
오목교,2808319707,17,38.0,1088,1,99.91
목동,13895049012,17,38.0,1061,1,99.91
신정,2848435510,17,38.0,787,1,99.87
까치산,1906282324,17,38.0,941,1,99.89
화곡,2289350750,17,38.0,1376,1,99.93
우장산,4706229292,17,38.0,1447,1,99.93
발산,1791473931,17,38.0,929,1,99.89
마곡,13800646917,17,38.0,593,1,99.83
송정,4602991606,17,38.0,677,1,99.85
개화산,9228947724,17,38.0,593,1,99.83
방화,2702609963,17,38.0,435,1,99.77
봉화산,436834232,17,38.0,477,1,99.79
화랑대,3842209686,17,38.0,904,1,99.89
석계,1795189949,17,38.0,982,1,99.9
돌곶이,3830773366,17,38.0,1397,1,99.93
상월곡,5219803722,17,38.0,1040,1,99.9
월곡,5406198806,17,38.0,1159,1,99.91
안암,7625622864,17,38.0,1804,1,99.94
창신,1943131791,17,38.0,758,1,99.87
청구,1936511423,17,38.0,1242,1,99.92
버티고개,3847632030,17,38.0,334,1,99.7
한강진,436868241,17,38.0,569,1,99.82
이태원,2470887090,17,38.0,754,1,99.87
녹사평,2384953064,17,38.0,1040,1,99.9
효창공원앞,4426288471,17,38.0,1133,1,99.91
대흥,9987526934,17,38.0,1983,1,99.95
광흥창,4101356295,17,38.0,1853,1,99.95
상수,414685238,17,38.0,1337,1,99.93
망원,445327391,17,38.0,1724,1,99.94
마포구청,5905951490,17,38.0,1038,1,99.9
월드컵경기장,798569457,17,38.0,500,1,99.8
증산,3823125035,17,38.0,1303,1,99.92
새절,3822999355,17,38.0,1828,1,99.95
구산,2292697262,17,38.0,1767,1,99.94
연신내,13357342120,17,38.0,1578,1,99.94
독바위,3824954278,17,38.0,914,1,99.89
역촌,10789220053,17,38.0,1917,1,99.95
어린이대공원,7939459503,17,38.0,860,1,99.88
군자,8743773046,17,38.0,1103,1,99.91
중곡,3840461137,17,38.0,932,1,99.89
용마산,10141309870,17,38.0,1285,1,99.92
사가정,436849774,17,38.0,1805,1,99.94
면목,436816024,17,38.0,1746,1,99.94
상봉,436718863,17,38.0,2078,1,99.95
중화,3819991417,17,38.0,1857,1,99.95
먹골,436538654,17,38.0,1117,1,99.91
태릉입구,13821634895,17,38.0,1354,1,99.93
공릉,13566284590,17,38.0,1151,1,99.91
하계,13566334119,17,38.0,554,1,99.82
중계,3835756882,17,38.0,440,1,99.77
노원,10598556476,17,38.0,697,1,99.86
마들,9410070134,17,38.0,1010,1,99.9
수락산,13566334197,17,38.0,619,1,99.84
가산디지털단지,436846908,17,38.0,460,1,99.78
남구로,2590252230,17,38.0,768,1,99.87
대림,2589375675,17,38.0,858,1,99.88
신풍,2108483850,17,38.0,848,1,99.88
보라매,2108483937,17,38.0,721,1,99.86
신대방삼거리,2108483943,17,38.0,901,1,99.89
장승배기,1830596637,17,38.0,854,1,99.88
상도,436821675,17,38.0,771,1,99.87
숭실대입구,11413637825,17,38.0,585,1,99.83
남성,4195693782,17,38.0,686,1,99.85
이수,13434371130,17,38.0,970,1,99.9
내방,2110270505,17,38.0,487,1,99.79
반포,9914441894,17,38.0,746,1,99.87
논현,2280678861,17,38.0,955,1,99.9
학동,2279487893,17,38.0,1030,1,99.9
청담,2279487921,17,38.0,785,1,99.87
자양,9040152140,17,38.0,636,1,99.84
용두,1939143883,17,38.0,1269,1,99.92
신답,2460188205,17,38.0,45,1,97.78
천왕,1784377384,17,38.0,338,1,99.7
장지,11202554992,17,38.0,983,1,99.9
문정,6832910091,17,38.0,581,1,99.83
송파,2280491847,17,38.0,553,1,99.82
석촌,2280491863,17,38.0,301,1,99.67
몽촌토성,2346858828,17,38.0,451,1,99.78
강동구청,436855505,17,38.0,904,1,99.89
암사,999136556,17,38.0,828,1,99.88
중앙보훈병원,4197252516,17,38.0,357,1,99.72
둔촌오륜,11229084218,17,38.0,377,1,99.73
한성백제,10009448574,17,38.0,394,1,99.75
송파나루,1809560163,17,38.0,485,1,99.79
석촌고분,10855673146,17,38.0,780,1,99.87
삼전,4186302819,17,38.0,613,1,99.84
대모산입구,4643770733,17,38.0,495,1,99.8
개포동,2032418657,17,38.0,428,1,99.77
구룡,436814317,17,38.0,225,1,99.56
한티,4784810914,17,38.0,616,1,99.84
압구정로데오,596509934,17,38.0,705,1,99.86
서울숲,9081846792,17,38.0,723,1,99.86
양재시민의숲,12872531616,17,38.0,667,1,99.85
청계산입구,11744211938,17,38.0,177,1,99.44
성신여대입구,5226829495,17,38.0,886,1,99.89
청량리,7749822746,17,38.0,1451,1,99.93
신내,9534964676,17,38.0,661,1,99.85
종로3가,7068953101,17,38.0,1739,1,99.94
신설동,13345643243,17,38.0,1380,1,99.93
성신여대입구,9816197077,17,38.0,862,1,99.88
이촌,13472471079,17,38.0,485,1,99.79
서울역,10216518963,17,38.0,550,1,99.82
수서,6004121530,17,38.0,224,1,99.55
건대입구,11303511536,17,38.0,1018,1,99.9
선정릉,596482732,17,38.0,765,1,99.87
선릉,860338496,17,38.0,762,1,99.87
도곡,3418782698,17,38.0,447,1,99.78
수서,12364278188,17,38.0,233,1,99.57
복정,11330600836,17,38.0,445,1,99.78
왕십리,9369050246,17,38.0,1530,1,99.93
왕십리,11127349780,17,38.0,1663,1,99.94
신설동,4173042514,17,38.0,1293,1,99.92
939정거장,8436624771,17,38.0,364,1,99.73
창동,4659124351,17,38.0,526,1,99.81
동작,3401123578,17,38.0,13,1,92.31
개화,9701881739,17,38.0,242,1,99.59
상봉,2470981971,17,38.0,1849,1,99.95
관악산,4373612914,17,38.0,549,1,99.82
서울대벤처타운,1835221096,17,38.0,879,1,99.89
신림,1844912791,17,38.0,1197,1,99.92
당곡,436858756,17,38.0,1055,1,99.91
보라매병원,436847189,17,38.0,817,1,99.88
보라매공원,7916896848,17,38.0,516,1,99.81
보라매,2819460436,17,38.0,703,1,99.86
서울지방병무청,11178013529,17,38.0,675,1,99.85
대방,11553007316,17,38.0,534,1,99.81
샛강,13506574406,17,38.0,361,1,99.72
샛강,13670786965,17,38.0,348,1,99.71
서울역,3390941198,17,38.0,980,1,99.9
디지털미디어시티,2605603657,17,38.0,383,1,99.74
디지털미디어시티,4652833827,17,38.0,469,1,99.79
노원,5706189891,17,38.0,776,1,99.87
양재,4865811281,17,38.0,893,1,99.89
강남,3087683154,17,38.0,1222,1,99.92
당산,10814323607,17,38.0,737,1,99.86
서울역,3391063393,17,38.0,1011,1,99.9
신길,4636791670,17,38.0,720,1,99.86
가산디지털단지,2108483903,17,38.0,492,1,99.8
상계,3401474874,17,38.0,689,1,99.85
선유도,2726710465,17,38.0,537,1,99.81
신목동,2812530406,17,38.0,405,1,99.75
염창,2289016390,17,38.0,683,1,99.85
등촌,2290015312,17,38.0,810,1,99.88
증미,3042643876,17,38.0,673,1,99.85
가양,2142681442,17,38.0,885,1,99.89
양천향교,414683333,17,38.0,635,1,99.84
신방화,10814323761,17,38.0,827,1,99.88
공항시장,4604019398,17,38.0,777,1,99.87
총신대입구(이수),4984575377,17,38.0,877,1,99.89
동묘앞,3830591800,17,38.0,1683,1,99.94
동대문,7195666618,17,38.0,1827,1,99.95
종로3가,4198116864,17,38.0,1363,1,99.93
종로3가,4197560774,17,38.0,1595,1,99.94
정릉,3828480980,17,38.0,700,1,99.86
솔샘,3841342870,17,38.0,826,1,99.88
삼양사거리,3841342963,17,38.0,1425,1,99.93
삼양,3840741768,17,38.0,1428,1,99.93
화계,436865378,17,38.0,1464,1,99.93
가오리,3840936112,17,38.0,1346,1,99.93
4.19민주묘지,3841077641,17,38.0,939,1,99.89
솔밭공원,3626451463,17,38.0,493,1,99.8
북한산우이,11824482197,17,38.0,274,1,99.64
시청,7677568503,17,38.0,1206,1,99.92
노량진,4627778176,17,38.0,411,1,99.76
김포공항,7981330101,17,38.0,553,1,99.82
김포공항,4874729815,17,38.0,614,1,99.84
옥수,8222891384,17,38.0,318,1,99.69
신도림,5119449050,17,38.0,331,1,99.7
수서,11563289590,17,38.0,234,18,92.31
연신내,10678122489,17,38.0,1643,1,99.94
뚝섬,8498978693,17,38.0,756,1,99.87
동대문역사문화공원,414685825,17,38.0,1759,1,99.94
동대문역사문화공원,1945254583,17,38.0,1864,1,99.95
종합운동장,13894950326,17,38.0,402,1,99.75
홍대입구,13227913200,17,38.0,2129,1,99.95
942정거장,436815896,17,38.0,625,1,99.84
한성대입구,5973684086,17,42.7,1088,180,83.46
제기동,9655918649,17,42.7,1288,11,99.15
신이문,3831106833,17,42.7,1042,50,95.2
회기,9776882774,17,42.7,1756,13,99.26
월계,3834716670,17,42.7,300,51,83.0
녹천,3834717475,17,42.7,227,3,98.68
광운대,436854528,17,42.7,396,123,68.94
창동,3834608837,17,42.7,424,65,84.67
방학,3846919916,17,42.7,688,1,99.85
오류동,8508812072,17,42.7,98,1,98.98
개봉,5442986444,17,42.7,390,3,99.23
구일,3210749463,17,42.7,272,2,99.26
일원,9454279402,17,42.7,208,24,88.46
양원,9534964626,17,42.7,911,1,99.89
한남,3852156874,17,42.7,249,18,92.77
수색,11944713936,17,42.7,364,9,97.53
940정거장,3011994542,17,42.7,315,27,91.43
중랑,10138603166,17,42.7,1617,1,99.94
망우,9760894592,17,42.7,1800,1,99.94
국회의사당,2932339394,17,42.7,587,26,95.57
노들,4627760504,17,42.7,448,1,99.78
신설동,13227969660,17,42.7,1231,1,99.92
용답,2460188229,17,42.7,807,1,99.88
신촌,13683819523,17,42.7,2215,1928,12.96
수서,6299196105,17,42.7,236,1,99.58
충정로,3893042379,17,42.7,1387,1,99.93
서강대,5221755996,17,42.7,2111,1576,25.34
종로5가,436883169,17,42.7,1678,1,99.94
고속터미널,9798531671,17,42.7,689,45,93.47
청량리,10121691848,17,42.7,1413,4,99.72
봉은사,595750357,17,42.7,602,12,98.01
언주,414684639,17,42.7,1033,706,31.66
삼성중앙,595750358,17,42.7,682,69,89.88
사평,13512489422,17,42.7,789,1,99.87
선정릉,2110338712,17,42.7,804,515,35.95
신논현,8376423650,17,42.7,1082,251,76.8
외대앞,3831105923,17,42.7,1212,108,91.09
구반포,11641428792,17,42.7,381,1,99.74
흑석,436881334,17,42.7,262,1,99.62
신반포,10918075302,17,42.7,556,42,92.45
온수,4987997944,17,42.7,269,1,99.63
왕십리,9083521281,17,42.7,1411,1,99.93
응봉,13780851569,17,42.7,76,36,52.63
도봉,7006105399,17,42.7,659,37,94.39
서빙고,12874837067,17,42.7,295,1,99.66
양재,11431861586,17,42.7,940,1,99.89
이촌,4172393733,17,42.7,454,126,72.25
복정,11330600853,17,42.7,392,1,99.74
독산,4095041979,17,42.7,268,2,99.25
신내,9810803930,17,42.7,662,1,99.85
금천구청,5308009219,17,42.7,605,1,99.83
암사역사공원,436817489,17,42.7,476,1,99.79
보문,436873184,17,42.7,1115,441,60.45
동작,7660036116,17,42.7,204,6,97.06
서울,10013086401,17,42.7,830,2,99.76
도곡,5403582157,17,42.7,462,1,99.78
김포공항,2353543144,17,42.7,522,46,91.19
동대문역사문화공원,8496801700,17,42.7,1850,419,77.35
구로,8918160546,17,42.7,533,154,71.11
북한산보국문,3841557294,17,42.7,582,2,99.66
안국,436867523,17,42.7,1297,255,80.34
강일,13093833784,17,42.7,347,2,99.42
천호,999136673,17,42.7,1051,1,99.9
서원,1835221331,17,42.7,1227,430,64.96
동대문,3830591792,17,42.7,1671,1,99.94
삼각지,5589627062,17,42.7,902,1,99.89
도봉산,5246596481,17,42.7,477,2,99.58
도봉산,5246596482,17,42.7,488,10,97.95
영등포,11459128410,17,42.7,783,1,99.87
노량진,3785111388,17,42.7,417,1,99.76
용산,10816124190,17,42.7,415,3,99.28
종각,11198015018,17,42.7,1508,1,99.93
건대입구,2613069963,17,42.7,1123,525,53.25
가좌,5756085341,17,42.7,950,1,99.89
남영,7836289839,17,42.7,867,156,82.01
대방,4617447369,17,42.7,306,5,98.37
응암,8735757178,17,42.7,2062,21,98.98
합정,5215341441,17,42.7,1477,1,99.93
동묘앞,4170064719,17,42.7,1658,309,81.36
고려대,5404768239,17,42.7,1585,4,99.75
홍대입구,11841458495,17,42.7,2240,1990,11.16
디지털미디어시티,9891051186,17,42.7,182,2,98.9
선릉,2280678836,17,42.7,766,570,25.59
강남구청,2282830004,17,42.7,911,268,70.58
강남,7168335697,17,42.7,1287,270,79.02
가락시장,10939998666,17,42.7,266,1,99.62
을지로3가,7694743853,17,42.7,1932,238,87.68
불광,11228575654,17,42.7,1358,1,99.93
구의,3958847218,17,42.7,330,244,26.06
강변,1850655113,17,42.7,359,69,80.78
잠실나루,5159105401,17,42.7,251,124,50.6
옥수,3851466435,17,42.7,215,5,97.67
충무로,3846576172,17,42.7,1502,337,77.56
약수,3846603560,17,42.7,839,376,55.18
교대,3355067052,17,42.7,895,1,99.89
오금,3278844051,17,42.7,992,441,55.54
한양대,8992783196,17,42.7,906,1,99.89
성수,2551966241,17,42.7,805,132,83.6
시청,3404904658,17,42.7,1074,1,99.91
을지로입구,436830313,17,42.7,1494,401,73.16
을지로4가,10296582868,17,42.7,1599,2,99.87
신당,414685846,17,42.7,1733,1,99.94
상왕십리,11127349744,17,42.7,1796,393,78.12
신촌,5937884691,17,42.7,2707,2240,17.25
이대,9283138042,17,42.7,1934,1408,27.2
아현,1936511359,17,42.7,1758,1,99.94
마곡나루,4019735070,17,42.7,568,1,99.82
당산,3216944261,17,42.7,692,3,99.57
문래,11455185928,17,42.7,1223,4,99.67
신도림,5344219251,17,42.7,229,83,63.76
구로디지털단지,4624772818,17,42.7,665,1,99.85
신대방,4624808762,17,42.7,578,75,87.02
신림,5404739367,17,42.7,1212,1,99.92
봉천,5404739628,17,42.7,1274,452,64.52
서울대입구,5406451695,17,42.7,959,294,69.34
낙성대,5406462591,17,42.7,618,480,22.33
방배,8471989456,17,42.7,421,1,99.76
서초,3221788784,17,42.7,652,1,99.85
역삼,2280678732,17,42.7,948,474,50.0
삼성,733859380,17,42.7,606,7,98.84
종합운동장,1430639131,17,42.7,362,1,99.72
잠실새내,2957013438,17,42.7,642,1,99.84
잠실,7877518993,17,42.7,415,4,99.04
양천구청,3380999909,17,42.7,471,1,99.79
신정네거리,9572122970,17,42.7,759,123,83.79
도림천,4630961655,17,42.7,567,142,74.96
경찰병원,1812000920,17,42.7,649,467,28.04
대청,2927282422,17,42.7,495,185,62.63
학여울,4643770712,17,42.7,520,1,99.81
대치,2281644495,17,42.7,618,122,80.26
매봉,5406359683,17,42.7,583,142,75.64
남부터미널,436864976,17,42.7,743,246,66.89
잠원,4634374794,17,42.7,513,2,99.61
신사,8489501829,17,42.7,1026,260,74.66
압구정,9891581229,17,42.7,1171,323,72.42
금호,4201516987,17,42.7,552,215,61.05
동대입구,436870722,17,42.7,1131,1,99.91
경복궁,6033544429,17,42.7,1196,1,99.92
독립문,13460710395,17,42.7,816,17,97.92
무악재,11296428367,17,42.7,455,2,99.56
홍제,436868050,17,42.7,855,271,68.3
녹번,436867704,17,42.7,786,109,86.13
구파발,8515726110,17,42.7,786,102,87.02
불암산,3841778897,17,42.7,478,1,99.79
쌍문,436836179,17,42.7,1106,1,99.91
수유,9813541694,17,42.7,1433,914,36.22
미아,9819314920,17,42.7,1362,768,43.61
미아사거리,5198597933,17,42.7,1334,1,99.93
길음,5210130825,17,42.7,921,7,99.24
혜화,2409390726,17,42.7,915,1,99.89
명동,7495868732,17,42.7,1420,160,88.73
회현,12920546288,17,42.7,1025,176,82.83
서울역,5348913449,17,42.7,990,1,99.9
숙대입구,2533148374,17,42.7,1017,1,99.9
신용산,10816047755,17,42.7,445,1,99.78
사당,11521991148,17,42.7,772,1,99.87
남태령,7621561344,17,42.7,140,1,99.29
마천,10277058704,17,42.7,1004,277,72.41
거여,4489986954,17,42.7,1107,1,99.91
개롱,12142687377,17,42.7,1146,643,43.89
방이,2310500979,17,42.7,840,169,79.88
올림픽공원,8493888383,17,42.7,637,1,99.84
둔촌동,4680325914,17,42.7,548,2,99.64
상일동,7106623354,17,42.7,484,1,99.79
고덕,5915757376,17,42.7,713,1,99.86
명일,10009228390,17,42.7,570,144,74.74
굽은다리,3851742835,17,42.7,725,550,24.14
길동,3856135009,17,42.7,792,577,27.15
강동,3856513978,17,42.7,814,602,26.04
광나루,11182352080,17,42.7,452,1,99.78
아차산,2123390941,17,42.7,612,76,87.58
장한평,10708070992,17,42.7,481,1,99.79
답십리,10708182321,17,42.7,295,141,52.2
마장,3832676328,17,42.7,1208,39,96.77
행당,3833113882,17,42.7,1241,442,64.38
신금호,3848968727,17,42.7,743,172,76.85
광화문,13971398420,17,42.7,1418,2,99.86
서대문,445343537,17,42.7,1362,348,74.45
애오개,13142535285,17,42.7,1849,69,96.27
공덕,9941864292,17,42.7,1998,1123,43.79
마포,13227969612,17,42.7,1192,611,48.74
여의나루,355173356,17,42.7,598,16,97.32
여의도,4744225606,17,42.7,421,1,99.76
신길,4529530743,17,42.7,518,1,99.81
영등포시장,355173354,17,42.7,1102,254,76.95
영등포구청,5215341470,17,42.7,1148,321,72.04
양평,436860925,17,42.7,708,213,69.92
오목교,2808319707,17,42.7,1088,443,59.28
목동,13895049012,17,42.7,1061,1,99.91
신정,2848435510,17,42.7,787,248,68.49
까치산,1906282324,17,42.7,941,579,38.47
화곡,2289350750,17,42.7,1376,1,99.93
우장산,4706229292,17,42.7,1447,2,99.86
발산,1791473931,17,42.7,929,1,99.89
마곡,13800646917,17,42.7,593,1,99.83
송정,4602991606,17,42.7,677,149,77.99
개화산,9228947724,17,42.7,593,96,83.81
방화,2702609963,17,42.7,435,81,81.38
봉화산,436834232,17,42.7,477,82,82.81
화랑대,3842209686,17,42.7,904,51,94.36
석계,1795189949,17,42.7,982,1,99.9
돌곶이,3830773366,17,42.7,1397,1,99.93
상월곡,5219803722,17,42.7,1040,669,35.67
월곡,5406198806,17,42.7,1159,505,56.43
안암,7625622864,17,42.7,1804,249,86.2
창신,1943131791,17,42.7,758,1,99.87
청구,1936511423,17,42.7,1242,496,60.06
버티고개,3847632030,17,42.7,334,154,53.89
한강진,436868241,17,42.7,569,1,99.82
이태원,2470887090,17,42.7,754,1,99.87
녹사평,2384953064,17,42.7,1040,1,99.9
효창공원앞,4426288471,17,42.7,1133,1,99.91
대흥,9987526934,17,42.7,1983,1,99.95
광흥창,4101356295,17,42.7,1853,424,77.12
상수,414685238,17,42.7,1337,242,81.9
망원,445327391,17,42.7,1724,1252,27.38
마포구청,5905951490,17,42.7,1038,1,99.9
월드컵경기장,798569457,17,42.7,500,1,99.8
증산,3823125035,17,42.7,1303,427,67.23
새절,3822999355,17,42.7,1828,686,62.47
구산,2292697262,17,42.7,1767,1366,22.69
연신내,13357342120,17,42.7,1578,1,99.94
독바위,3824954278,17,42.7,914,483,47.16
역촌,10789220053,17,42.7,1917,778,59.42
어린이대공원,7939459503,17,42.7,860,1,99.88
군자,8743773046,17,42.7,1103,1,99.91
중곡,3840461137,17,42.7,932,616,33.91
용마산,10141309870,17,42.7,1285,7,99.46
사가정,436849774,17,42.7,1805,539,70.14
면목,436816024,17,42.7,1746,1,99.94
상봉,436718863,17,42.7,2078,165,92.06
중화,3819991417,17,42.7,1857,1,99.95
먹골,436538654,17,42.7,1117,413,63.03
태릉입구,13821634895,17,42.7,1354,1,99.93
공릉,13566284590,17,42.7,1151,153,86.71
하계,13566334119,17,42.7,554,73,86.82
중계,3835756882,17,42.7,440,1,99.77
노원,10598556476,17,42.7,697,155,77.76
마들,9410070134,17,42.7,1010,16,98.42
수락산,13566334197,17,42.7,619,79,87.24
가산디지털단지,436846908,17,42.7,460,77,83.26
남구로,2590252230,17,42.7,768,387,49.61
대림,2589375675,17,42.7,858,162,81.12
신풍,2108483850,17,42.7,848,85,89.98
보라매,2108483937,17,42.7,721,2,99.72
신대방삼거리,2108483943,17,42.7,901,123,86.35
장승배기,1830596637,17,42.7,854,1,99.88
상도,436821675,17,42.7,771,115,85.08
숭실대입구,11413637825,17,42.7,585,163,72.14
남성,4195693782,17,42.7,686,356,48.1
이수,13434371130,17,42.7,970,191,80.31
내방,2110270505,17,42.7,487,1,99.79
반포,9914441894,17,42.7,746,25,96.65
논현,2280678861,17,42.7,955,1,99.9
학동,2279487893,17,42.7,1030,369,64.17
청담,2279487921,17,42.7,785,70,91.08
자양,9040152140,17,42.7,636,1,99.84
용두,1939143883,17,42.7,1269,48,96.22
신답,2460188205,17,42.7,45,28,37.78
천왕,1784377384,17,42.7,338,97,71.3
장지,11202554992,17,42.7,983,1,99.9
문정,6832910091,17,42.7,581,1,99.83
송파,2280491847,17,42.7,553,1,99.82
석촌,2280491863,17,42.7,301,1,99.67
몽촌토성,2346858828,17,42.7,451,1,99.78
강동구청,436855505,17,42.7,904,387,57.19
암사,999136556,17,42.7,828,505,39.01
중앙보훈병원,4197252516,17,42.7,357,8,97.76
둔촌오륜,11229084218,17,42.7,377,1,99.73
한성백제,10009448574,17,42.7,394,1,99.75
송파나루,1809560163,17,42.7,485,287,40.82
석촌고분,10855673146,17,42.7,780,1,99.87
삼전,4186302819,17,42.7,613,325,46.98
대모산입구,4643770733,17,42.7,495,1,99.8
개포동,2032418657,17,42.7,428,2,99.53
구룡,436814317,17,42.7,225,15,93.33
한티,4784810914,17,42.7,616,7,98.86
압구정로데오,596509934,17,42.7,705,1,99.86
서울숲,9081846792,17,42.7,723,1,99.86
양재시민의숲,12872531616,17,42.7,667,1,99.85
청계산입구,11744211938,17,42.7,177,7,96.05
성신여대입구,5226829495,17,42.7,886,386,56.43
청량리,7749822746,17,42.7,1451,1,99.93
신내,9534964676,17,42.7,661,1,99.85
종로3가,7068953101,17,42.7,1739,1,99.94
신설동,13345643243,17,42.7,1380,273,80.22
성신여대입구,9816197077,17,42.7,862,1,99.88
이촌,13472471079,17,42.7,485,119,75.46
서울역,10216518963,17,42.7,550,2,99.64
수서,6004121530,17,42.7,224,1,99.55
건대입구,11303511536,17,42.7,1018,2,99.8
선정릉,596482732,17,42.7,765,481,37.12
선릉,860338496,17,42.7,762,558,26.77
도곡,3418782698,17,42.7,447,47,89.49
수서,12364278188,17,42.7,233,1,99.57
복정,11330600836,17,42.7,445,1,99.78
왕십리,9369050246,17,42.7,1530,3,99.8
왕십리,11127349780,17,42.7,1663,1,99.94
신설동,4173042514,17,42.7,1293,121,90.64
939정거장,8436624771,17,42.7,364,5,98.63
창동,4659124351,17,42.7,526,65,87.64
동작,3401123578,17,42.7,13,10,23.08
개화,9701881739,17,42.7,242,16,93.39
상봉,2470981971,17,42.7,1849,328,82.26
관악산,4373612914,17,42.7,549,1,99.82
서울대벤처타운,1835221096,17,42.7,879,387,55.97
신림,1844912791,17,42.7,1197,184,84.63
당곡,436858756,17,42.7,1055,104,90.14
보라매병원,436847189,17,42.7,817,137,83.23
보라매공원,7916896848,17,42.7,516,43,91.67
보라매,2819460436,17,42.7,703,34,95.16
서울지방병무청,11178013529,17,42.7,675,16,97.63
대방,11553007316,17,42.7,534,4,99.25
샛강,13506574406,17,42.7,361,118,67.31
샛강,13670786965,17,42.7,348,1,99.71
서울역,3390941198,17,42.7,980,1,99.9
디지털미디어시티,2605603657,17,42.7,383,164,57.18
디지털미디어시티,4652833827,17,42.7,469,1,99.79
노원,5706189891,17,42.7,776,148,80.93
양재,4865811281,17,42.7,893,1,99.89
강남,3087683154,17,42.7,1222,364,70.21
당산,10814323607,17,42.7,737,220,70.15
서울역,3391063393,17,42.7,1011,1,99.9
신길,4636791670,17,42.7,720,1,99.86
가산디지털단지,2108483903,17,42.7,492,94,80.89
상계,3401474874,17,42.7,689,376,45.43
선유도,2726710465,17,42.7,537,151,71.88
신목동,2812530406,17,42.7,405,86,78.77
염창,2289016390,17,42.7,683,1,99.85
등촌,2290015312,17,42.7,810,1,99.88
증미,3042643876,17,42.7,673,316,53.05
가양,2142681442,17,42.7,885,380,57.06
양천향교,414683333,17,42.7,635,1,99.84
신방화,10814323761,17,42.7,827,129,84.4
공항시장,4604019398,17,42.7,777,169,78.25
총신대입구(이수),4984575377,17,42.7,877,304,65.34
